cluster_number,cluster_lat,cluster_long,num_students,user_ids
311,13.06826556475337,80.24350289284867,1,7245
312,13.167031862987464,80.304204849989,6,"4416,6888,6254,3634,3896,7439"
313,12.976640694133001,80.22147183710918,5,"5183,4165,2240,3333,1512"
314,13.09247278931281,80.2103844857397,2,"6751,7085"
315,12.811553666584327,79.75308845279626,1,3358
316,13.153558859201002,79.89132785274674,2,"3504,1184"
317,12.990687526112898,80.19814896866589,4,"5972,1936,6467,5705"
318,13.007252707355534,80.19698945991777,2,"1309,4487"
319,12.916840077226203,80.07737737715442,6,"592,1136,990,2491,695,7239"
320,13.111005800000001,79.9107439,2,"1382,4474"
321,13.1534666,80.0641443,1,6745
322,13.124844825086843,80.0245084161043,4,"4837,3841,5474,5261"
323,13.0446825,80.24803290000001,1,5125
324,13.106371633599705,79.64691578909554,2,"6830,1164"
325,12.973683811701282,80.18315265747876,7,"1167,2224,5336,4104,7736,1321,4081"
326,13.074053640418889,80.18619964231263,2,"1721,75"
327,12.804557983972984,79.76735505495958,6,"1149,3792,6970,2367,3361,4379"
328,13.10002595,80.22679514999999,2,"7495,6640"
329,13.126113463503044,80.00522258681468,2,"7292,7607"
330,13.02258185,80.22570247499999,4,"5106,5127,7924,5013"
331,13.126963608282226,80.21713634801675,4,"6362,5257,6515,1219"
332,12.981270308905811,80.24257341249776,2,"426,2223"
333,13.08751385949688,79.66733738604333,5,"4333,5430,685,5209,1604"
334,13.125883531445542,80.19797739655402,2,"5031,4472"
335,12.917276185033266,80.17661601558707,3,"6624,5883,887"
336,13.111385,79.9835195,1,7553
337,12.993793802855004,80.11137056840768,1,5287
338,12.93146195573607,80.18169661682415,2,"2046,8081"
339,13.140159554851722,80.20829445863396,1,3669
340,13.204178,80.17539699999999,1,5210
341,13.04199453958674,80.22358219661724,13,"5364,1919,870,5969,3991,1043,4363,4370,4383,4112,2442,4079,7208"
342,12.951867807922083,80.14084708196539,3,"3229,5519,2128"
343,13.146056010086568,80.24207007778651,7,"3656,4287,5322,99,4542,115,2694"
344,13.078237433704723,80.17121710468642,1,351
345,13.071378084698194,80.18628804542077,2,"3796,2494"
346,13.099212804348026,80.10885343259874,7,"4998,4826,7850,5229,7316,6883,5132"
347,13.1020889,80.1551432,1,6461
348,13.13536577743676,80.29340110643346,6,"2042,4252,6693,644,1662,217"
349,13.0537289,80.1831473,1,3666
350,13.090884713849457,79.65873336282782,6,"5476,6767,6861,2990,1152,2775"
351,12.935015903419165,80.13141349789748,2,"5256,5020"
352,13.319447566631249,80.18267124886226,5,"3509,134,191,5753,2746"
353,12.916392535708994,80.07404793379457,5,"6439,3497,1477,7514,823"
354,13.061149960009317,80.16348191823286,4,"7363,5564,3252,5195"
355,12.966011,80.188698,1,3507
356,12.978795602128962,80.20248595335264,2,"5097,3395"
357,13.03348506389715,79.85336319621308,5,"2824,4544,1509,6260,7286"
358,13.1211208,80.2001222,2,"1956,4269"
359,13.040094220260624,80.05584733813637,2,"7483,4747"
360,12.895169773725682,80.1689031756657,1,7325
361,13.113788789864264,80.10100836454217,7,"4523,5197,6669,4572,7187,7838,5250"
362,13.205540780181758,79.75639078121962,1,2115
363,12.8447677,80.0616833,2,"6518,7556"
364,13.038321037568787,80.21392709054656,5,"6113,871,3034,6718,4091"
365,13.145794245053196,80.05826140955051,2,"353,354"
366,13.17576845,80.2986688,2,"7055,1875"
367,12.996245722258667,80.21653290025844,1,7276
368,13.061178406586262,80.16362541719465,1,1188
369,12.995431,80.1925425,1,7937
370,12.9839081,80.19771136666667,3,"6435,1030,328"
371,12.691022412428941,79.98061639893736,6,"2811,128,6246,7063,4209,2929"
372,13.1143302,80.24239965000001,2,"5085,1817"
373,13.184354320152545,80.3139799291961,3,"2177,8078,7555"
374,13.0675051,80.03560279999999,1,7414
375,13.122793737832456,79.91171832701204,4,"8041,588,4131,811"
376,13.0243823,80.1772356,1,1917
377,13.066017702431992,79.67364739271716,1,7217
378,12.91907445377555,80.24999707313783,1,5427
379,13.175459698516773,79.61218777080079,4,"4806,2786,5764,4000"
380,12.7467139,79.675294,1,6921
381,12.920150299999998,80.076847,3,"2792,1364,556"
382,13.032939392762964,80.20092880721094,5,"4759,3429,2578,3318,3274"
383,13.097240981203903,80.19337685085334,2,"1531,449"
384,12.961153616290353,80.13916918070443,3,"6873,764,3564"
385,13.15008040406845,80.10375120297289,1,2514
386,13.09408565981009,80.20347258686326,3,"5963,4909,5242"
387,12.9087666,80.1842016,1,3947
388,12.852015458084855,79.70715018434048,3,"2844,710,2956"
389,13.08186729462509,80.27777461889195,1,3219
390,13.130039,80.250143,1,2854
391,13.039958698378427,80.05614851203515,1,7589
392,13.044405132638431,80.26861300979027,1,2148
393,13.0606746,80.26859259999999,1,5505
394,13.081136367336311,79.9083198095835,4,"7200,2310,3608,1734"
395,13.1297438,80.24036009999999,2,"3348,1125"
396,12.816089077409138,79.69027776564391,4,"6812,2867,1140,1737"
397,12.90662440874518,80.06742885881357,2,"5272,7345"
398,13.010194711929708,80.14949999378163,1,6075
399,13.10831142721225,80.18601047056673,2,"3457,582"
400,12.779045073411028,80.21214590235003,1,6514
401,12.8825281,80.1705126,1,3846
402,13.121309457380192,80.0641719332443,4,"1052,1607,7259,7680"
403,13.119575099093248,80.07499346535066,3,"3131,302,8001"
404,13.13678995,80.23241525,2,"4582,7673"
405,13.0620719,80.1923735,1,4125
406,12.910122,80.1081909,1,2808
407,12.912487372416551,80.0908719825414,1,2282
408,13.099282633333333,80.28630946666665,3,"6701,6015,7442"
409,13.1649544,80.2943304,1,1781
410,12.99434966481026,80.2152053520372,2,"1974,6134"
411,12.9101850685767,80.14271797750301,10,"7331,7592,133,4001,6153,5224,955,1440,7543,244"
412,13.070471000000001,80.22548309999999,2,"2187,2193"
413,12.917242813765789,80.15812652122193,2,"2278,3742"
414,13.017983708285284,80.22536084145193,4,"2669,3019,7248,4347"
415,13.121218584883994,80.13396675261298,4,"565,2579,3705,167"
416,13.103653699999999,80.26082939999999,2,"1085,3091"
417,13.029084134541009,79.80171843606745,2,"7119,5115"
418,12.93775123324496,80.17567676143645,2,"2634,5739"
419,13.0240869,80.0217803,1,7931
420,13.065347531123807,80.20943043418491,6,"271,6154,1887,4127,7277,534"
421,13.189659979420199,80.30838362298766,4,"4568,6725,2287,1658"
422,13.062476447390035,80.16584266325893,6,"593,604,4213,6267,6270,3548"
423,12.9587561,80.14671799999999,1,2690
424,13.185405659431224,80.30292012237466,1,2009
425,13.054292062625235,80.19827870439097,15,"3290,6845,6296,1022,1558,2388,1950,7952,232,94,7580,5884,5581,3886,7880"
426,12.891134142552904,80.14083254839403,4,"5955,7170,1025,921"
427,13.084021107955536,80.20006913494336,3,"6493,1128,381"
428,12.954109881144367,79.94150364614502,6,"7375,6122,1327,5900,5878,5920"
429,12.934709501178977,80.20790207278213,3,"5880,2834,3641"
430,13.093458190270589,80.07523367993164,1,5400
431,13.0355761,80.2356938,2,"1903,4085"
432,13.053901116593927,80.22794878858997,1,6460
433,13.055208731238897,80.09676384883791,3,"2886,3448,7724"
434,13.068017131564622,80.12785013530721,1,3375
435,13.0311403,80.239795,1,3165
436,12.950632290442183,80.1502441611984,2,"3842,6684"
437,12.921296142063113,79.56360056460753,2,"5905,1854"
438,13.048953140472896,80.20718014025043,1,4203
439,13.092322383556557,80.11354498023212,1,113
440,13.0129422,80.1290854,1,1838
441,13.046626445154278,80.21913729894159,2,"5618,5547"
442,13.13150087014344,80.18256106489281,1,5181
443,13.147596,80.24667889999999,1,4563
444,13.0175653,80.2054638,1,4074
445,12.941345996873252,80.20690099719049,3,"3155,292,6974"
446,13.110334922105565,80.25572640844763,3,"1119,2741,7911"
447,13.13021106693362,80.21322865260234,6,"4311,3112,734,2028,2828,2768"
448,12.883306135613926,80.1403854343311,1,6383
449,13.007358041836396,80.20166854865303,1,6316
450,12.953053728598894,80.12997758409388,3,"4562,5018,1101"
451,13.04445193163372,80.15309678805443,2,"4655,6780"
452,12.9118082,80.2022837,1,1250
453,12.988688364427027,80.11492975974303,4,"4767,5606,5027,2414"
454,12.925755862420194,80.10576148318381,4,"2265,4579,7347,5592"
455,12.927271577656773,79.87869778769853,3,"1514,4212,7081"
456,13.0615449,80.1646353,1,4290
457,13.159936,80.0702555,1,6645
458,13.063124,80.0640653,1,237
459,13.0593921,80.13502969999999,2,"2024,7691"
460,13.073296051376063,80.22097980627393,3,"1018,6712,3207"
461,13.076180103711737,80.23831826048296,2,"3989,4460"
462,12.959504056397954,80.16029730779363,2,"2140,4804"
463,13.258437657687589,80.27494637744711,5,"6937,6965,1543,4454,472"
464,12.811007115230554,79.71250759697159,2,"3680,1086"
465,12.975464474097251,80.22454622563856,2,"3220,321"
466,12.923453246430087,79.56807968767586,1,4656
467,13.020641505845436,80.21326548173687,1,931
468,13.044480923429251,80.18003440626701,1,5567
469,12.98893885,80.194289,2,"4014,3432"
470,13.0346963,80.23995215,2,"4359,5935"
471,13.022548210386269,80.17030883640216,1,6326
472,13.059840270243456,80.15342149594974,1,721
473,12.9438542,80.1539034,1,436
474,12.974185001650584,79.94473135189124,1,6275
475,13.126797029193565,80.08192708504842,1,6984
476,12.948029,80.0360224,1,2649
477,13.090223803345253,80.18292800249979,3,"1158,6151,6325"
478,12.75634479244458,80.01436583570685,1,4577
479,13.103411680853505,80.09285994864797,1,3541
480,12.890793618519687,80.08173615455637,3,"1520,2047,7941"
481,12.680347073723132,79.6636854855356,1,2639
482,12.8383256,79.6868686,1,7418
483,12.905315679275024,80.14400707097735,2,"7625,907"
484,13.035131224091286,80.20631441964339,1,5307
485,12.97842108305082,79.59653334730287,1,6764
486,13.04808873256296,80.12781976516301,1,3518
487,12.85163392241668,79.94268852014771,1,5776
488,13.0985872,80.2339812,2,"4601,5036"
489,12.96428162941372,80.0450815849881,1,1042
490,12.9796283,80.2110927,1,3995
491,13.2030762,80.15402259999999,1,2815
492,12.992860550497985,80.20937139703419,5,"6045,6825,8076,469,5904"
493,13.047461609342005,80.16580731210904,1,3300
494,13.3451646,80.2878794,2,"7824,1703"
495,12.896662483753124,79.49790225911475,1,6027
496,13.136972485764295,80.21579101321542,2,"6037,1962"
497,12.8974288,79.5313641,1,1871
498,12.866508653572081,80.0748931488859,2,"5290,6540"
499,13.08709226900785,80.25719422155,2,"4206,4929"
500,12.9503844,80.13645500000001,1,1630
501,13.133910997975887,79.92749646546132,4,"3735,5407,415,5788"
502,13.118755681236138,80.12489201088097,1,601
503,13.018991804376196,80.24161164355553,5,"3717,742,946,6232,999"
504,13.045706988708371,80.27440990767212,2,"5720,624"
505,13.176393,80.132842,1,691
506,13.061291580308223,80.16338339858714,1,5780
507,13.0658848,80.25326989999999,1,5998
508,13.0739472,80.25524829999999,1,6557
509,13.11790095,80.14402185,2,"5736,7629"
510,13.0359571,80.21945900000001,2,"2913,2086"
511,13.04601115,80.19896639999999,2,"3308,1548"
512,13.131500852338272,79.96102963750702,3,"5731,7583,683"
513,13.124902,79.997101,1,4844
514,13.03047716209582,80.23899344858874,1,2759
515,13.04523854622303,80.11666208207235,3,"569,6856,2438"
516,12.886822696537838,80.0217984177464,5,"122,7462,2000,3340,3336"
517,12.929914258423592,80.11231207650678,2,"2559,5053"
518,13.1122677,80.2087265,1,4399
519,13.103266847264086,79.90776888629564,3,"1003,2770,4630"
520,12.941961779017154,80.13280860618566,1,2288
521,13.0261702,80.111773375,4,"3701,686,4299,7835"
522,13.025218447001468,80.18367526898362,2,"363,5658"
523,12.91824,80.1102744,1,6574
524,13.106720944394958,79.95873310936179,2,"5156,5355"
525,12.877824,80.019456,1,4334
526,12.922456958027675,80.13525198437057,1,2796
527,13.0992251,79.433736,1,1304
528,12.948654916759658,80.19924962694527,2,"4197,6843"
529,13.152847,80.2509125,1,3118
530,13.083025748627673,80.23651836987534,2,"1205,6604"
531,13.276373414576664,80.26125616331383,4,"3714,7825,5206,7570"
532,12.9006471,80.1616402,1,5122
533,12.86489478934918,80.06509512304132,3,"3046,5585,2909"
534,12.9830615,80.25947409999999,1,7866
535,13.04457025,80.18997264999999,2,"4757,1105"
536,12.9687147709962,80.1894819071643,3,"492,2606,5702"
537,12.997368228506108,80.26650604602841,4,"3978,5043,3528,8034"
538,13.196382669781794,80.27759814544487,2,"7876,3636"
539,13.141139,80.2238442,1,3139
540,13.112068808143354,80.02563885924422,1,2602
541,13.1396725,80.2529169,1,6112
542,12.8324525,80.0673437,1,6655
543,13.160376759586043,80.0939121623473,1,5652
544,12.8375803,80.081781,1,3831
545,12.81202190300912,80.22415661447752,1,6018
546,13.047233219969634,80.21880569203189,9,"4672,5054,5918,769,3900,399,1532,2515,8059"
547,13.071869432070503,80.20306627442963,1,3462
548,13.1053439,80.0313891,1,4591
549,13.04409842669338,80.21062184161237,1,2969
550,13.06371133770167,80.21189724180765,2,"766,4770"
551,13.00608878130909,80.11049665132494,1,4956
552,13.03771722011831,80.26427496176548,1,5579
553,12.96394847366561,80.25644558217046,2,"6058,2225"
554,12.681810008638715,79.98915835195932,3,"4034,2180,5283"
555,12.95591460144305,80.14327199053696,2,"5840,1330"
556,12.79935959912783,79.82009359406536,1,3727
557,13.096625423972228,79.51570189183894,1,5412
558,13.1115847,79.4310052,1,5397
559,13.110993,79.4202974,3,"3860,5262,4849"
560,13.116195223718563,80.06444711402168,2,"3719,8100"
561,13.265545701342184,80.26657819932656,1,7826
562,13.1051726,80.2046582,1,2737
563,12.951200953170845,80.25486511580222,3,"5144,369,7221"
564,12.992866963025032,80.21816821223612,2,"2735,3022"
565,13.117925183075208,80.26145030583497,1,4280
566,12.8239579,80.0757487,1,763
567,13.179169464256336,80.10314677275842,1,5992
568,13.0551033,80.0842224,2,"1326,6589"
569,12.923390166075034,80.14396993094977,2,"6573,1761"
570,13.064690330377951,80.27831490658386,1,3553
571,13.108248886761958,80.2482676074303,3,"2664,7173,5794"
572,13.19568086033645,80.17627420598754,1,5698
573,13.024028577993317,80.22933092064227,5,"5766,5765,2595,7314,2947"
574,12.8621186,80.073253,1,1261
575,13.1750723,80.0199562,1,3330
576,13.1615582,80.1129052,1,2850
577,13.004506371648656,80.2573104792296,2,"1870,1122"
578,12.942707934787528,80.13356495354277,1,5923
579,12.844473836429303,80.06001764302283,2,"2573,8008"
580,13.172717422277634,80.09172516148872,2,"2505,5409"
581,12.889472841088562,79.79337227166893,1,4990
582,13.17099841137972,80.19918805559739,1,7637
583,13.041424692888224,80.11461229734103,2,"7328,6633"
584,13.193433335222533,80.15379728579946,2,"5359,2173"
585,12.79298433130085,79.81860114579483,3,"1407,5041,5035"
586,13.1074086,80.24424220000002,1,227
587,12.97930369942102,80.13391740202141,1,2347
588,13.053578414776975,80.26745616418722,4,"1358,6608,367,971"
589,13.168457573964604,79.8913540378496,1,2645
590,12.8996987,79.67266320000002,1,4310
591,12.958233140548508,80.12604371766989,6,"3191,7080,3734,1039,5634,1432"
592,13.0331392,80.1202474,1,3163
593,12.71517444841129,79.76053400940027,1,7919
594,13.16359925347792,80.2024279118711,1,6149
595,12.9675201,79.95284509999999,2,"5220,5292"
596,12.955813671668665,79.9426551163786,1,5317
597,12.931909574574991,80.14353965593232,1,5911
598,12.7436006,79.99258189999999,2,"1893,4308"
599,13.125932239357114,80.03115807564345,1,7377
600,12.8001749,80.22307405,2,"4935,7469"
601,12.859599824667049,80.04596416537143,1,807
602,13.180828517757382,80.02937107084223,1,7681
603,13.075947014472813,80.17605502828462,2,"793,4627"
604,12.95351891535294,80.21182258441117,1,1914
605,12.8388855,80.0554292,1,7896
606,12.8154123,79.71306999999999,2,"4338,7624"
607,13.215113385966424,79.98911007521502,1,5247
608,13.035817448163094,80.05010162484126,2,"1449,5797"
609,12.8642318,80.166051,1,4373
610,13.211509608663542,79.76069149259065,1,3546
611,13.1596581,80.2583288,1,4465
612,13.102438132536433,79.90568612548577,2,"1550,6615"
613,13.0165028,79.7337514,1,5833
614,12.701645236628869,79.6645978581696,1,3066
615,13.1181068,80.033613,1,3352
616,13.125101115657719,79.92725094474153,2,"5067,4964"
617,13.03814124900058,80.22862140093012,1,2995
618,13.109084398549866,80.15875858033469,1,1594
619,13.127080658099231,80.10054731278379,1,4818
620,12.799549532589571,79.77259050275127,1,4965
621,13.092546980153303,79.65972474087322,3,"2890,3679,4717"
622,13.246998185709025,80.15900977034113,4,"3166,2420,2529,77"
623,13.101557708313406,80.23802825431896,1,6789
624,13.107005925013063,80.13039185382115,3,"4422,4950,6331"
625,12.873576538021577,79.74273247161108,2,"6920,4637"
626,13.06795667389374,80.14063129466322,2,"4466,5051"
627,13.11540648398657,80.2342667090732,1,7590
628,13.0121537,80.0960924,1,3625
629,13.030711379973935,80.23935501847366,1,3177
630,13.1206894,80.1636884,1,3090
631,12.916897285547993,79.86061250464296,1,3769
632,12.83880422858708,79.70115953209492,1,876
633,12.922017682829033,80.1932490042332,2,"7494,2940"
634,13.1615911,79.618344,1,6743
635,12.809456200716465,80.0276221012739,2,"4298,1504"
636,13.1307263,79.7624177,1,494
637,13.081349786721319,80.21798393762424,2,"2095,855"
638,12.985462368961532,80.15498141332725,1,1816
639,12.8378721,80.0668308,1,3537
640,12.855469572635121,80.03885283999973,3,"3530,7704,7884"
641,12.8574023,79.6799762,1,6586
642,12.6382649,79.6614376,1,4553
643,12.706292,79.6614376,1,475
644,13.04665475,80.0994625,1,7373
645,13.003656414730871,80.26084529651298,1,1690
646,12.846148639489792,80.1534604624132,1,529
647,12.820719323153185,79.6888621885138,2,"4304,6429"
648,13.037497890857418,80.11542536910724,1,3455
649,13.1521832,80.1307913,1,5411
650,13.0732558,80.19116799999999,1,6390
651,13.096420941339629,80.19885124404146,1,7284
652,13.137343561127476,80.2802677716876,1,1814
653,12.91791784875288,80.15410911429672,1,2837
654,13.046482200653712,80.24262839490486,1,7459
655,13.1689063,79.8632834,1,1174
656,13.08953141266803,80.05738225214354,1,7110
657,13.088680537983748,80.11694577453544,1,2069
658,13.090026190205002,79.90727103290544,2,"3873,7275"
659,12.96076075276307,80.13397978184528,1,4765
660,13.078065381052882,80.24661693806254,2,"6305,671"
661,12.615992253428649,79.75961350508118,2,"2846,3107"
662,12.955678881150911,79.94515049830797,1,3912
663,13.136866596079601,80.15970410569976,2,"7115,5623"
664,13.147203,80.1880296,1,339
665,12.4982208,80.082302,1,3902
666,13.003679265075188,79.67428754986574,1,7609
667,13.1258,80.010241,1,6479
668,13.19223135,80.18501760000001,2,"4800,71"
669,13.207273380760723,80.31565337800927,1,6235
670,13.40688261257331,80.12323305556916,1,3652
671,12.9432398,80.06819209999999,1,7329
672,13.087454002337362,79.90792374393891,2,"5286,6601"
673,12.91476787175918,80.19608858146009,1,7058
674,13.1587716,80.2446411,1,3434
675,12.8718292,80.0474893,1,2769
676,13.0402544,79.8171222,1,344
677,13.138696917615698,80.1360889811062,3,"336,2920,5024"
678,13.06900255,80.2656512,2,"4296,6584"
679,13.2883194,80.1486684,1,3534
680,13.108945250357374,80.17388963241035,1,4234
681,13.056545874304533,80.10463943106255,2,"97,2700"
682,13.03698428105933,80.1489661531576,1,4388
683,13.044010038115111,80.09255808188662,1,6529
684,12.739673499122285,79.98603015813836,1,5
685,13.3035934,80.1604657,1,7136
686,12.7982246,79.81388179999999,1,844
687,13.093678,80.19848999999999,2,"2357,6094"
688,13.054451,80.1024399,1,5690
689,13.09144157026456,79.91014418402855,1,4761
690,13.11187207195081,80.23820176507999,1,406
691,12.9732831,80.2065137,1,975
692,13.023024739555453,80.07940229438735,1,2901
693,13.06260961427316,80.20004192827312,1,1806
694,13.057184757706557,80.14702837617867,1,5783
695,12.7866088,80.2236651,1,1074
696,12.9085064,80.1003411,1,4680
697,12.9133113,80.22938119999999,1,7525
698,13.1238916110335,80.05278954924867,1,2892
699,13.15799952150079,80.30192871767338,1,4250
700,12.861344003985614,80.08013210149102,1,1880
701,12.860196,80.1465759,2,"1362,6627"
702,13.03597004582665,80.14704882569951,1,7066
703,12.9490313,80.2089704,1,1885
704,12.63039553384098,79.6465420526432,1,5103
705,13.030855251116906,80.2396284794145,1,5602
706,13.1108183,80.0049971,1,2513
707,12.9785775,80.2522848,1,2407
708,13.070289166148983,80.2156236229568,1,7089
709,12.737091252232968,80.18598456699746,1,670
710,13.0075176,80.1058016,1,1170
711,12.80771758807737,80.22626107214202,1,6820
712,13.232902817752263,80.12738940288604,1,4899
713,13.3273413,79.9281897,1,1904
714,13.1256354,80.2622967,1,3410
715,13.42440088144274,80.0935141751003,1,3645
716,13.102368195976211,80.10846751702552,1,7440
717,13.040969413586955,80.05840763630997,1,4810
718,12.9474776,80.1961988,1,2134
719,12.790199664173612,80.22145485713628,1,2273
720,13.029919277546815,79.82773731255807,1,4405
721,12.93425713924696,80.16433330067149,1,1705
722,13.068551778630177,80.24076637389227,1,5419
723,12.60890260400465,80.06730726198637,1,4438
724,12.858591514524935,80.17256257463188,1,4639
725,12.9266328,80.2023528,1,3372
726,13.191715154017247,80.18926772113898,1,5584
727,12.91777943304974,80.10802181405334,1,5817
728,12.83960294820558,80.05465733044434,1,457
729,13.1667962,80.2616025,1,488
730,12.903033997102998,80.09365182154006,1,460
731,13.13642969787218,80.25242718462523,1,4511
732,13.0224769,79.61652099999999,1,3488
733,12.8836389,80.1575098,1,1980
734,13.123614814265649,80.0525274578138,1,6887
735,13.0531863,80.22306499999999,1,7851
736,13.0245195,80.0219346,1,7558
737,13.094000835761378,80.00658827075283,1,7658
738,12.959337484253172,80.24448034420756,1,6862
739,13.157055618237742,80.1957074847593,2,"7336,6334"
740,13.0397354,80.2792984,1,5152
741,12.9688554,80.0902038,1,2802
742,12.799047,79.7837884,1,2048
743,12.9954229,80.2556779,1,822
744,12.919737505990922,80.16505254502428,1,3357
745,12.788989872746702,79.82581819635016,1,2582
746,13.174350246753292,79.59497256532325,1,3345
747,13.094109918655803,79.88157554523796,1,2375
748,13.11963543998178,80.27927188841497,1,454
749,12.9927174,80.19349419999999,1,7242
750,13.008516694682,80.13998862819261,1,4803
751,12.6998573,79.9687321,1,6512
752,13.033580884578877,80.2493945291361,1,3478
753,13.1042611,80.1037721,3,"4857,6755,7203"
754,13.02857513905196,80.23268206511437,1,3389
755,12.958104135300712,80.14400600992586,1,6943
756,12.9497395,80.0506045,1,4159
757,12.80189502085601,79.9997612037304,1,6905
758,13.0848241,80.1712824,1,3572
759,12.7930081,80.0252383,1,4219
760,13.0996917,79.84087869999999,1,5572
761,13.038920255803191,80.13940918202428,1,41
762,13.116181164193144,80.10312527530924,1,7627
763,13.041340825208689,80.10594277946842,1,6237
764,12.90446509486631,80.09470279186571,1,7753
765,13.049583970106347,80.10437450106068,1,1803
766,12.9425224,80.21473019999999,1,573
767,13.09526264489492,80.29272440620764,1,1257
768,13.279468916124957,80.26038825614937,1,4020
769,12.99586328698974,80.20831258408077,1,5404
770,13.10074625728154,80.20157374819642,1,6810
771,13.05562862362678,80.24236716928527,1,7664
772,13.096285,79.666349,1,4783
